true,pred,count
kids' animated fun and adventure,d,137
suspenseful crime thrillers,r,137
relationship comedy,r,134
charming romances and delightful chemistry,d,134
charming romances and delightful chemistry,m,134
gags,o,134
jokes,o,134
and slapstick humor,o,134
twisted dark psychological thriller,o,133
surreal and thought-provoking visions of life and death,m,132
surreal and thought-provoking visions of life and death,d,132
gritty crime and ruthless gangsters,a,132
catchy songs and hilarious musical comedy,d,130
catchy songs and hilarious musical comedy,m,130
thrillers and murder mysteries,r,130
thought-provoking sci-fi action and future technology,a,129
amusing jokes and witty satire,r,128
creepy,o,128
chilling,o,128
and terrifying horror,o,128
graphic violence and brutal revenge,a,128
kids' animated fun and adventure,a,128
high speed and special ops,r,127
surreal and thought-provoking visions of life and death,r,127
thriller,o,125
gags,e,123
jokes,e,123
and slapstick humor,e,123
gothic and eerie haunting horror,o,123
sci-fi horror,r,123
creatures,r,123
and aliens,r,123
gags,c,122
gags,y,122
jokes,c,122
jokes,y,122
and slapstick humor,c,122
and slapstick humor,y,122
captivating relationships and charming romance,m,122
captivating relationships and charming romance,d,122
teen school antics and laughter,a,122
heists and thrilling action,a,120
song and dance,a,120
violent crime and drugs,a,118
fantasy adventure,a,118
heroism,a,118
and swordplay,a,118
erotic relationships and desire,a,118
charming romances and delightful chemistry,r,117
passion and romance,m,117
passion and romance,d,117
student coming-of-age challenges,a,116
documentary,a,116
captivating relationships and charming romance,r,115
passion and romance,r,115
action comedy and silly heroics,a,114
explosive and action-packed heroes vs. villains,r,113
animation,r,110
dreamlike,r,110
quirky,r,110
and surreal storytelling,r,110
underdogs and coming of age,d,109
underdogs and coming of age,m,109
history,d,109
history,m,109
monsters,r,109
aliens,r,109
sci-fi and the apocalypse,r,109
challenging or sexual themes & twists,r,108
monsters,a,108
aliens,a,108
sci-fi and the apocalypse,a,108
history,r,107
funny jokes and crude humor,o,106
dreamlike,m,106
dreamlike,d,106
quirky,m,106
quirky,d,106
and surreal storytelling,m,106
and surreal storytelling,d,106
intriguing and suspenseful murder mysteries,r,105
war and historical adventure,a,104
suspenseful crime thrillers,d,104
suspenseful crime thrillers,m,104
action comedy and silly heroics,m,103
action comedy and silly heroics,d,103
graphic violence and brutal revenge,r,103
challenging or sexual themes & twists,d,101
challenging or sexual themes & twists,m,101
high speed and special ops,d,101
high speed and special ops,m,101
historical battles and epic heroism,a,100
war,a,100
emotional teen coming-of-age stories,d,99
emotional teen coming-of-age stories,m,99
funny jokes and crude humor,e,99
underdogs and coming of age,r,98
funny jokes and crude humor,c,98
funny jokes and crude humor,y,98
action comedy and silly heroics,r,97
drugs and gangsters,d,97
drugs and gangsters,m,97
emotional teen coming-of-age stories,r,96
drugs and gangsters,r,96
emotional lgbtq relationships,a,96
epic history and literature,a,96
family,r,95
thrillers and murder mysteries,d,95
thrillers and murder mysteries,m,95
explosive and action-packed heroes vs. villains,d,94
explosive and action-packed heroes vs. villains,m,94
adorable animals and heartwarming families,a,94
thought-provoking sci-fi action and future technology,r,94
action-packed space and alien sagas,a,94
creepy,m,93
creepy,d,93
chilling,m,93
chilling,d,93
and terrifying horror,m,93
and terrifying horror,d,93
adventure,o,92
enduring stories of family and marital drama,d,92
enduring stories of family and marital drama,m,92
gothic and eerie haunting horror,d,92
gothic and eerie haunting horror,m,92
faith and religion,a,92
politics and human rights,r,91
action,o,91
enduring stories of family and marital drama,r,91
teen school antics and laughter,d,91
teen school antics and laughter,m,91
violent action,r,91
guns,r,91
and crime,r,91
racism and the powerful fight for justice,a,90
politics and human rights,d,88
politics and human rights,m,88
adventure,e,87
song and dance,m,86
song and dance,d,86
tragic sadness and captivating beauty,a,86
emotional and captivating fantasy storytelling,m,86
emotional and captivating fantasy storytelling,d,86
family,o,85
family,e,84
military combat and heroic soldiers,a,84
music,d,84
music,m,84
holiday joy and heartwarming christmas,a,84
science fiction,o,84
action,e,83
family,c,83
family,y,83
holiday joy and heartwarming christmas,m,83
holiday joy and heartwarming christmas,d,83
violent action,d,83
violent action,m,83
guns,d,83
guns,m,83
and crime,d,83
and crime,m,83
adorable animals and heartwarming families,d,83
adorable animals and heartwarming families,m,83
powerful poetic and passionate drama,d,82
powerful poetic and passionate drama,r,82
powerful poetic and passionate drama,m,82
political drama,a,82
patriotism,a,82
and war,a,82
intense political and terrorist thrillers,r,82
the undead and monster classics,h,82
dazzling vocal performances and musicals,a,82
intriguing and suspenseful murder mysteries,d,81
intriguing and suspenseful murder mysteries,m,81
adventure,c,80
intense political and terrorist thrillers,d,80
intense political and terrorist thrillers,m,80
emotional life of renowned artists,a,80
noir and dark crime dramas,r,79
fantasy,o,78
gripping,r,78
intense violent crime,r,78
adventure,y,77
animation,o,77
riveting political and presidential drama,a,76
fantasy adventure,m,76
fantasy adventure,d,76
heroism,m,76
heroism,d,76
and swordplay,m,76
and swordplay,d,76
amusing jokes and witty satire,o,75
drama,o,75
intense violence and sexual transgression,o,75
fascinating,a,74
emotional stories and documentaries,a,74
kids' animated fun and adventure,e,74
noir and dark crime dramas,m,74
noir and dark crime dramas,d,74
adrenaline-fueled action and fast cars,a,74
fantasy adventure,r,74
heroism,r,74
and swordplay,r,74
mystery,o,74
exciting spy thrillers with tense intrigue,a,74
kids' animated fun and adventure,c,73
kids' animated fun and adventure,o,73
kids' animated fun and adventure,y,73
laugh-out-loud relationship entanglements,c,73
laugh-out-loud relationship entanglements,o,73
laugh-out-loud relationship entanglements,e,73
laugh-out-loud relationship entanglements,y,73
catchy songs and hilarious musical comedy,r,72
gripping,d,72
gripping,m,72
intense violent crime,d,72
intense violent crime,m,72
fairy-tale fantasy and enchanted magic,a,72
sci-fi horror,a,72
creatures,a,72
and aliens,a,72
survival horror and zombie carnage,r,72
gritty crime and ruthless gangsters,r,71
emotional and captivating fantasy storytelling,r,71
action-packed space and alien sagas,r,71
gory,h,70
gruesome,h,70
and slasher horror,h,70
thought-provoking sci-fi action and future technology,d,70
thought-provoking sci-fi action and future technology,m,70
politics,a,70
propaganda,a,70
and political documentaries,a,70
music,r,69
terrifying,h,69
haunted,h,69
and supernatural horror,h,69
monsters,d,68
monsters,m,68
aliens,d,68
aliens,m,68
sci-fi and the apocalypse,d,68
sci-fi and the apocalypse,m,68
animation,c,67
amusing jokes and witty satire,c,67
amusing jokes and witty satire,e,67
amusing jokes and witty satire,y,67
heists and thrilling action,d,67
heists and thrilling action,m,67
gritty crime and ruthless gangsters,d,67
gritty crime and ruthless gangsters,m,67
teen school antics and laughter,r,66
graphic violence and brutal revenge,d,66
graphic violence and brutal revenge,m,66
kids' animated fun and adventure,r,66
sci-fi horror,o,66
creatures,o,66
and aliens,o,66
animation,e,65
action,c,65
erotic relationships and desire,r,65
documentary,d,65
documentary,m,65
fairy-tale fantasy and enchanted magic,d,65
fairy-tale fantasy and enchanted magic,m,65
animation,y,64
adrenaline-fueled action and fast cars,r,64
intense combat and martial arts,a,64
spooky,a,64
scary comedy,a,64
horror,c,63
horror,e,63
horror,y,63
student coming-of-age challenges,d,62
student coming-of-age challenges,m,62
heists and thrilling action,r,62
thriller,h,62
dazzling vocal performances and musicals,m,62
dazzling vocal performances and musicals,d,62
action,y,61
religious faith,a,60
sin,a,60
and forgiveness,a,60
war and historical adventure,r,60
song and dance,r,60
imaginative space odysseys and alien encounters,a,60
violent crime and drugs,d,59
violent crime and drugs,r,59
violent crime and drugs,m,59
erotic relationships and desire,d,59
erotic relationships and desire,m,59
twisted dark psychological thriller,h,59
student coming-of-age challenges,r,58
action comedy and silly heroics,o,58
catchy songs and hilarious musical comedy,c,58
catchy songs and hilarious musical comedy,o,58
catchy songs and hilarious musical comedy,e,58
catchy songs and hilarious musical comedy,y,58
documentary,r,58
action-packed space and alien sagas,d,58
action-packed space and alien sagas,m,58
action comedy and silly heroics,e,57
creepy,h,57
chilling,h,57
and terrifying horror,h,57
spooky,r,56
scary comedy,r,56
fantasy,c,56
historical battles and epic heroism,r,56
gothic and eerie haunting horror,h,56
brutal,a,56
violent prison drama,a,56
fantasy,e,55
fantasy,y,55
historical battles and epic heroism,d,55
historical battles and epic heroism,m,55
imaginative space odysseys and alien encounters,r,55
epic heroes,o,54
war and historical adventure,d,54
war and historical adventure,m,54
war,r,54
adrenaline-fueled action and fast cars,d,54
adrenaline-fueled action and fast cars,m,54
bloody vampire horror,r,53
relationship comedy,c,53
relationship comedy,o,53
relationship comedy,e,53
relationship comedy,y,53
epic history and literature,d,53
epic history and literature,m,53
crime,o,52
war,m,52
war,d,52
legendary musicians and stardom,a,52
epic adventure and breathtaking battles,a,52
spooky,d,52
spooky,m,52
scary comedy,d,52
scary comedy,m,52
exciting spy thrillers with tense intrigue,r,51
epic heroes,e,50
superheroes in action-packed battles with villains,o,50
drama,e,50
western,a,50
military combat and heroic soldiers,r,50
chilling experiments and classic monster horror,r,50
superheroes in action-packed battles with villains,e,49
romance,o,49
faith and religion,r,49
emotional lgbtq relationships,d,48
emotional lgbtq relationships,r,48
emotional lgbtq relationships,m,48
dance rhythms and catchy tunes,a,48
epic history and literature,r,48
monsters,o,48
aliens,o,48
sci-fi and the apocalypse,o,48
drama,c,47
drama,y,47
romance,c,47
romance,e,47
romance,y,47
adorable animals and heartwarming families,r,47
crime,e,46
action comedy and silly heroics,c,46
action comedy and silly heroics,y,46
bloody vampire horror,a,46
faith and religion,d,46
faith and religion,m,46
westerns,a,46
thriller,e,46
racism and the powerful fight for justice,d,45
racism and the powerful fight for justice,r,45
racism and the powerful fight for justice,m,45
survival horror and zombie carnage,o,45
tragic sadness and captivating beauty,d,44
tragic sadness and captivating beauty,m,44
action,l,44
intense combat and martial arts,r,44
humanity's odyssey: earth and beyond,a,44
emotional life of renowned artists,m,44
emotional life of renowned artists,d,44
sci-fi horror,d,44
sci-fi horror,m,44
creatures,d,44
creatures,m,44
and aliens,d,44
and aliens,m,44
tragic sadness and captivating beauty,r,43
riveting political and presidential drama,r,42
intense combat and martial arts,m,42
intense combat and martial arts,d,42
military combat and heroic soldiers,d,42
military combat and heroic soldiers,m,42
exciting spy thrillers with tense intrigue,m,42
exciting spy thrillers with tense intrigue,d,42
holiday joy and heartwarming christmas,r,42
inspiring sports underdog stories,a,42
political drama,d,41
political drama,r,41
political drama,m,41
patriotism,d,41
patriotism,r,41
patriotism,m,41
and war,d,41
and war,r,41
and war,m,41
holiday joy and heartwarming christmas,c,41
holiday joy and heartwarming christmas,o,41
holiday joy and heartwarming christmas,e,41
holiday joy and heartwarming christmas,y,41
explosive and action-packed heroes vs. villains,e,41
dazzling vocal performances and musicals,r,41
riveting political and presidential drama,d,40
riveting political and presidential drama,m,40
epic heroes,c,40
high speed and special ops,e,40
emotional life of renowned artists,r,40
faith and spiritual journeys,a,40
politics,r,39
propaganda,r,39
and political documentaries,r,39
fascinating,d,38
fascinating,m,38
emotional stories and documentaries,d,38
emotional stories and documentaries,m,38
crime,c,38
crime,y,38
superheroes in action-packed battles with villains,c,38
nazis and world war ii,a,38
tv movie,a,38
fascinating,r,37
emotional stories and documentaries,r,37
epic heroes,y,37
science fiction,e,37
spooky,o,36
scary comedy,o,36
quirky and endearing relationships,c,36
quirky and endearing relationships,o,36
quirky and endearing relationships,e,36
quirky and endearing relationships,y,36
high speed and special ops,l,36
fairy-tale fantasy and enchanted magic,r,36
bollywood emotional dramas,a,36
adorable animals and heartwarming families,c,36
adorable animals and heartwarming families,o,36
adorable animals and heartwarming families,e,36
adorable animals and heartwarming families,y,36
science fiction,c,36
bravery in war,a,36
intense violence and sexual transgression,h,36
captivating vision and shakespearean drama,a,36
action,h,35
politics,d,35
politics,m,35
propaganda,d,35
propaganda,m,35
and political documentaries,d,35
and political documentaries,m,35
superheroes in action-packed battles with villains,y,34
wild west outlaws and gunfights,a,34
epic adventure and breathtaking battles,r,34
explosive and action-packed heroes vs. villains,l,34
imaginative space odysseys and alien encounters,d,34
imaginative space odysseys and alien encounters,m,34
lavish dramas and sumptuous royalty,a,34
legendary musicians and stardom,d,33
legendary musicians and stardom,m,33
dangerous technology and the apocalypse,a,33
epic adventure and breathtaking battles,d,32
epic adventure and breathtaking battles,m,32
brutal,r,32
violent prison drama,r,32
science fiction,y,32
teen school antics and laughter,o,32
western,r,31
thriller,c,31
thriller,y,31
teen school antics and laughter,e,31
bloody vampire horror,m,30
bloody vampire horror,d,30
religious faith,d,30
religious faith,r,30
religious faith,m,30
sin,d,30
sin,r,30
sin,m,30
and forgiveness,d,30
and forgiveness,r,30
and forgiveness,m,30
thriller,l,30
superheroes in action-packed battles with villains,l,30
dance rhythms and catchy tunes,d,30
dance rhythms and catchy tunes,m,30
high speed and special ops,o,30
survival horror and zombie carnage,a,30
explosive and action-packed heroes vs. villains,o,30
teen school antics and laughter,c,30
teen school antics and laughter,y,30
adrenaline-fueled action and fast cars,e,29
mystery,h,29
brutal,d,29
brutal,m,29
violent prison drama,d,29
violent prison drama,m,29
sci-fi horror,h,29
creatures,h,29
and aliens,h,29
fairy-tale fantasy and enchanted magic,c,29
fairy-tale fantasy and enchanted magic,o,29
fairy-tale fantasy and enchanted magic,e,29
fairy-tale fantasy and enchanted magic,y,29
science fiction,h,29
thrillers and murder mysteries,o,29
underdog fighting and boxing stories,a,28
tv movie,m,28
tv movie,d,28
graphic violence and brutal revenge,o,28
western frontier dramas with a touch of humor,a,28
the undead and monster classics,c,27
the undead and monster classics,e,27
the undead and monster classics,y,27
bloody vampire horror,o,27
fantasy adventure,o,27
heroism,o,27
and swordplay,o,27
chilling experiments and classic monster horror,o,27
western,d,26
western,m,26
westerns,r,26
song and dance,c,26
song and dance,o,26
song and dance,e,26
song and dance,y,26
legendary musicians and stardom,r,26
disastrous voyages and heroic survival,a,26
action,t,26
action,i,26
epic heroes,l,26
suspenseful crime thrillers,o,26
westerns,d,24
westerns,m,24
adrenaline-fueled action and fast cars,l,24
humanity's odyssey: earth and beyond,d,24
humanity's odyssey: earth and beyond,m,24
dance rhythms and catchy tunes,r,24
dangerous technology and the apocalypse,r,24
inspiring sports underdog stories,m,24
inspiring sports underdog stories,d,24
explosive and action-packed heroes vs. villains,c,24
explosive and action-packed heroes vs. villains,y,24
underdogs and coming of age,o,23
faith and spiritual journeys,r,23
action-packed space and alien sagas,o,23
thought-provoking sci-fi action and future technology,o,23
high speed and special ops,h,22
humanity's odyssey: earth and beyond,r,22
action comedy and silly heroics,l,22
mystery,e,22
high speed and special ops,c,22
high speed and special ops,y,22
sci-fi monster and dinosaur adventures,a,22
bravery in war,r,22
survival horror and zombie carnage,d,22
survival horror and zombie carnage,m,22
chilling experiments and classic monster horror,a,22
captivating vision and shakespearean drama,m,21
captivating vision and shakespearean drama,d,21
dazzling vocal performances and musicals,c,21
dazzling vocal performances and musicals,o,21
dazzling vocal performances and musicals,e,21
dazzling vocal performances and musicals,y,21
superheroes in action-packed battles with villains,h,21
extreme gory horror and cannibalism,r,21
inspiring sports underdog stories,r,21
wild west outlaws and gunfights,r,20
adventure,l,20
epic heroes,h,20
explosive and action-packed heroes vs. villains,h,20
mystery,c,20
mystery,y,20
sci-fi monster and dinosaur adventures,r,20
dangerous technology and the apocalypse,d,20
dangerous technology and the apocalypse,m,20
underdogs and coming of age,e,20
spooky,c,20
spooky,e,20
spooky,y,20
scary comedy,c,20
scary comedy,e,20
scary comedy,y,20
intriguing and suspenseful murder mysteries,o,20
faith and spiritual journeys,d,20
faith and spiritual journeys,m,20
superheroes in action-packed battles with villains,t,19
superheroes in action-packed battles with villains,i,19
bollywood emotional dramas,d,19
bollywood emotional dramas,m,19
adrenaline-fueled action and fast cars,o,19
nazis and world war ii,d,19
nazis and world war ii,r,19
nazis and world war ii,m,19
survival horror and zombie carnage,h,19
underdogs and coming of age,c,19
underdogs and coming of age,y,19
tv movie,r,19
monsters,h,19
aliens,h,19
sci-fi and the apocalypse,h,19
gory,c,19
gory,e,19
gory,y,19
gruesome,c,19
gruesome,e,19
gruesome,y,19
and slasher horror,c,19
and slasher horror,e,19
and slasher horror,y,19
air pilot heroism and survival,a,18
high speed and special ops,t,18
high speed and special ops,i,18
bollywood emotional dramas,r,18
bravery in war,d,18
bravery in war,m,18
twisted dark psychological thriller,e,18
captivating vision and shakespearean drama,r,18
imaginative space odysseys and alien encounters,o,18
extreme gory horror and cannibalism,a,18
fantasy adventure,c,17
fantasy adventure,e,17
fantasy adventure,y,17
heroism,c,17
heroism,e,17
heroism,y,17
and swordplay,c,17
and swordplay,e,17
and swordplay,y,17
action comedy and silly heroics,h,17
moving relationship stories,o,17
wild west outlaws and gunfights,d,17
wild west outlaws and gunfights,m,17
charming romances and delightful chemistry,c,17
charming romances and delightful chemistry,o,17
charming romances and delightful chemistry,e,17
charming romances and delightful chemistry,y,17
explosive and action-packed heroes vs. villains,t,17
explosive and action-packed heroes vs. villains,i,17
drama,h,17
adrenaline-fueled action and fast cars,c,17
adrenaline-fueled action and fast cars,y,17
twisted dark psychological thriller,c,17
twisted dark psychological thriller,y,17
western frontier dramas with a touch of humor,r,17
lavish dramas and sumptuous royalty,d,17
lavish dramas and sumptuous royalty,r,17
lavish dramas and sumptuous royalty,m,17
comedy,h,16
dreamlike,o,16
quirky,o,16
and surreal storytelling,o,16
adventure,h,16
epic heroes,t,16
epic heroes,i,16
violent action,e,16
guns,e,16
and crime,e,16
crime,l,16
monsters,e,16
aliens,e,16
sci-fi and the apocalypse,e,16
thriller,t,15
thriller,i,15
music,c,15
music,o,15
music,e,15
music,y,15
emotional and captivating fantasy storytelling,c,15
emotional and captivating fantasy storytelling,o,15
emotional and captivating fantasy storytelling,e,15
emotional and captivating fantasy storytelling,y,15
crime,h,15
sci-fi monster and dinosaur adventures,d,15
sci-fi monster and dinosaur adventures,m,15
western frontier dramas with a touch of humor,d,15
western frontier dramas with a touch of humor,m,15
intense combat and martial arts,o,14
creepy,c,14
creepy,e,14
creepy,y,14
chilling,c,14
chilling,e,14
chilling,y,14
and terrifying horror,c,14
and terrifying horror,e,14
and terrifying horror,y,14
underdog fighting and boxing stories,d,14
underdog fighting and boxing stories,r,14
underdog fighting and boxing stories,m,14
humanity and the world around us,o,14
teen friendship and coming-of-age,a,14
disastrous voyages and heroic survival,m,14
disastrous voyages and heroic survival,d,14
exciting spy thrillers with tense intrigue,l,14
violent action,l,14
guns,l,14
and crime,l,14
emotional and touching family dramas,o,14
monsters,c,14
monsters,y,14
aliens,c,14
aliens,y,14
sci-fi and the apocalypse,c,14
sci-fi and the apocalypse,y,14
thrillers and murder mysteries,h,14
action-packed space and alien sagas,e,14
intense combat and martial arts,e,13
moving relationship stories,c,13
moving relationship stories,e,13
moving relationship stories,y,13
disastrous voyages and heroic survival,r,13
adventure,t,13
adventure,i,13
adrenaline-fueled action and fast cars,h,13
terrifying,c,13
terrifying,e,13
terrifying,y,13
haunted,c,13
haunted,e,13
haunted,y,13
and supernatural horror,c,13
and supernatural horror,e,13
and supernatural horror,y,13
chilling experiments and classic monster horror,h,13
suspenseful crime thrillers,h,13
graphic violence and brutal revenge,h,13
humanity and the world around us,c,12
humanity and the world around us,e,12
touching and sentimental family stories,c,12
touching and sentimental family stories,o,12
touching and sentimental family stories,e,12
touching and sentimental family stories,y,12
exciting spy thrillers with tense intrigue,e,12
adrenaline-fueled action and fast cars,t,12
adrenaline-fueled action and fast cars,i,12
engaging,a,12
intense crime and casino drama,a,12
violent action,o,12
guns,o,12
and crime,o,12
chilling experiments and classic monster horror,d,12
chilling experiments and classic monster horror,m,12
crude humor and satire,h,11
humanity and the world around us,y,11
action comedy and silly heroics,t,11
action comedy and silly heroics,i,11
fantasy,h,11
gothic and eerie haunting horror,c,11
gothic and eerie haunting horror,e,11
gothic and eerie haunting horror,y,11
thought-provoking sci-fi action and future technology,h,11
action-packed space and alien sagas,c,11
action-packed space and alien sagas,y,11
intense combat and martial arts,c,10
intense combat and martial arts,y,10
epic adventure and breathtaking battles,o,10
emotional and touching family dramas,c,10
emotional and touching family dramas,e,10
emotional and touching family dramas,y,10
bloody vampire horror,h,10
sci-fi monster and dinosaur adventures,o,10
science fiction,l,10
intriguing and suspenseful murder mysteries,h,10
violent action,c,10
guns,c,10
and crime,c,10
air pilot heroism and survival,d,9
air pilot heroism and survival,r,9
air pilot heroism and survival,m,9
historical battles and epic heroism,o,9
tv movie,c,9
tv movie,o,9
tv movie,e,9
tv movie,y,9
dangerous technology and the apocalypse,o,9
science fiction,t,9
science fiction,i,9
thought-provoking sci-fi action and future technology,e,9
action-packed space and alien sagas,h,9
imaginative space odysseys and alien encounters,h,9
violent action,y,9
guns,y,9
and crime,y,9
extreme gory horror and cannibalism,d,9
extreme gory horror and cannibalism,m,9
spooky,h,8
scary comedy,h,8
powerful stories of heartbreak and suffering,c,8
powerful stories of heartbreak and suffering,o,8
powerful stories of heartbreak and suffering,e,8
powerful stories of heartbreak and suffering,y,8
dreamlike,c,8
dreamlike,e,8
dreamlike,y,8
quirky,c,8
quirky,e,8
quirky,y,8
and surreal storytelling,c,8
and surreal storytelling,e,8
and surreal storytelling,y,8
teen friendship and coming-of-age,d,8
teen friendship and coming-of-age,m,8
violent action,t,8
violent action,h,8
violent action,i,8
guns,t,8
guns,h,8
guns,i,8
and crime,t,8
and crime,h,8
and crime,i,8
crime,t,8
crime,i,8
challenging or sexual themes & twists,o,8
heists and thrilling action,e,8
extreme gory horror and cannibalism,o,8
sci-fi horror,c,8
sci-fi horror,e,8
sci-fi horror,y,8
creatures,c,8
creatures,e,8
creatures,y,8
and aliens,c,8
and aliens,e,8
and aliens,y,8
drugs and gangsters,o,8
war and historical adventure,l,8
military combat and heroic soldiers,l,8
bloody vampire horror,c,7
bloody vampire horror,e,7
bloody vampire horror,y,7
gags,h,7
jokes,h,7
and slapstick humor,h,7
captivating relationships and charming romance,c,7
captivating relationships and charming romance,o,7
captivating relationships and charming romance,e,7
captivating relationships and charming romance,y,7
teen friendship and coming-of-age,r,7
noir and dark crime dramas,o,7
exciting spy thrillers with tense intrigue,t,7
exciting spy thrillers with tense intrigue,h,7
exciting spy thrillers with tense intrigue,i,7
epic adventure and breathtaking battles,e,7
documentary,c,7
documentary,o,7
documentary,e,7
documentary,y,7
legendary musicians and stardom,c,7
legendary musicians and stardom,o,7
legendary musicians and stardom,e,7
legendary musicians and stardom,y,7
drugs and gangsters,e,7
heartbreaking and moving family drama,o,7
heists and thrilling action,c,7
heists and thrilling action,o,7
heists and thrilling action,y,7
thrillers and murder mysteries,e,7
survival horror and zombie carnage,c,7
survival horror and zombie carnage,e,7
survival horror and zombie carnage,y,7
thought-provoking sci-fi action and future technology,c,7
engaging,d,6
engaging,r,6
engaging,m,6
intense crime and casino drama,d,6
intense crime and casino drama,r,6
intense crime and casino drama,m,6
epic adventure and breathtaking battles,c,6
epic adventure and breathtaking battles,y,6
drama,l,6
intense combat and martial arts,l,6
animation,h,6
intense violence and sexual transgression,e,6
thought-provoking sci-fi action and future technology,l,6
intriguing and suspenseful murder mysteries,e,6
drugs and gangsters,c,6
drugs and gangsters,y,6
dance rhythms and catchy tunes,c,6
dance rhythms and catchy tunes,o,6
dance rhythms and catchy tunes,e,6
